job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,cluster_prediction
AI Engineer,PT Ramajaya Inovasi Indonesia (Naturanest Group),"Kab. Tulungagung,Jawa Timur",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Artificial Intelligence,0
Spv Machine,Plasma Living,"Surabaya,Jawa Timur","Rp 4 jt-4,4 jt",Penuh Waktu,3–5 tahun,Minimal SMA/SMK,Communication Skills | +3,0
Learning & Development,Yayasan Pendidikan POSI,"Medan,Sumatera Utara","Rp 3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Administration | +8,2
Learning Specialist,PT Pusat Gadai Indonesia,"Jakarta Barat,DKI Jakarta","Rp 5,8 jt-6 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Creative Design,0
AI Engineer,PT Bukhori Grup Indonesia,"Kab. Banyumas,Jawa Tengah","Rp 2,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Machine Learning,0
AI engineer,PT. Lantabura Media,"Kab. Sleman,DI Yogyakarta","Rp 2,5 jt-3,3 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Natural Language Processing (NLP) | +5 | Data Mining,0
Ai engineer,PT. Agung Multi Cemerlang,"Surabaya,Jawa Timur","Rp 3,5 jt-6 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+7 | Computer Vision,0
AI Developer,PT Sigma Global Teknologi,"Jakarta Barat,DKI Jakarta",Rp 10 jt-11 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Python,0
AI Engineer (Intern),Madebyhumans,"Jakarta Barat,DKI Jakarta","Rp 1,5 jt-2,5 jt",Magang,Not Specified,Minimal SMA/SMK,Pandas | Remote/Dari rumah | +14,1
AI Engineer,PT Usaha Kreatif Indonesia,"Jakarta Utara,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Troubleshooting,0
Learning & Development,Burger Bangor Bali,"Denpasar,Bali","Rp 2,4 jt-2,6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | People Development,2
AI Engineer,Raecca Beauty Care,"Bandung,Jawa Barat","Rp 3,5 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Troubleshooting,0
AI Engineer,Pt Kreator Solusi Informasi,"Jakarta Timur,DKI Jakarta","Rp 6,5 jt-8 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Phyton | +8,0
AI Engineer,PT NUSA CITRA KELOLA,"Jakarta Barat,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+10 | Cloud Run,0
Milling Machine Operator,PT Samudera Indo Pangan (Beras Putri Koki),"Kab. Bondowoso,Jawa Timur","Rp 2,4 jt-2,4 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,welder | +5,0
Senior AI Engineer,PT Asa Ren Global Nusantara,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+4 | REST API,0
Principal AI Engineer,SMARTM2M Indonesia,"Bandung,Jawa Barat",Rp 25 jt-35 jt,Penuh Waktu,Lebih dari 10 tahun,Minimal Sarjana (S1),+5 | Artificial Intelligence,0
Senior AI Engineer,PT Godigi Prima Satya,"Bekasi,Jawa Barat",Rp 8 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Data Engineering | +9,0
AI Engineer Intern,GITS Indonesia,"Bandung,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),Hybrid | +4 | Docker,1
Junior AI / Fullstack Engineer,TalentGo,"Tangerang Selatan,Banten",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),JavaScript | +12,2
"AI Engineer (LLM, RAG & Agentic AI)",PT Mitra Transformasi Digital,"Jakarta Selatan,DKI Jakarta","Rp 7,6 jt-11 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Data Engineering,2
AI & Python Engineer,MNC Innovation Center,"Jakarta Pusat,DKI Jakarta","Rp 7,5 jt-10 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Data Engineering,2
AI Automation Engineer,Javamifi,"Jakarta Timur,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Data Engineering | +12,0
Full-Stack AI Engineer,Digivise Education,"Bandung,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | JavaScript,0
Senior Leader AI Engineer,PT GROWLAB DIGITAL SOLUTION,"Malang,Jawa Timur",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +4,0
AI specialist,PT Sora Indo Project,"Kab. Malang,Jawa Timur",Rp 1 jt-2 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +3,0
AI Engineer (Project Based),PT. ALL DATA INTERNATIONAL,"Jakarta Barat,DKI Jakarta","Rp 6,5 jt-9 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+4 | REST API,0
Artificial Intelligence (AI),Jogja Creative Production,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),+1 | Computer Vision | Artificial Intelligence,0
Business Analyst,PT Sigma Global Teknologi,"Jakarta Barat,DKI Jakarta",Rp 10 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | BRD,0
Business Analyst,PT. Amalura Multi Dimensi,"Jakarta Timur,DKI Jakarta",Rp 8 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),SQL Query | +8,0
Business analyst,KOI Teppanyaki Home Service,"Jakarta Utara,DKI Jakarta",Rp 5 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Requirements Analysis,0
Business Analyst,PT Inosoft Trans Sistem,"Surabaya,Jawa Timur",Rp 7 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+9 | Remote/Dari rumah,0
Business Analyst,Mobius Digital,"Jakarta Utara,DKI Jakarta",Rp 10 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Business Analysis,0
Business Analyst,Hexavara Technology,"Surabaya,Jawa Timur","Rp 4 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Business Development,0
Business Analyst,PT Phincon,"Jakarta Barat,DKI Jakarta",Rp 15 jt-20 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),User Acceptance Test | +2,0
Business Analyst,IDE Asia,"Jakarta Pusat,DKI Jakarta",Rp 7 jt-12 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),+2 | Requirements Analysis,0
Business Analyst,PT Skyworx Indonesia,"Semarang,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Business Intelligence | +11,0
Business Analyst,Mitra Cakra Digital,"Kab. Bogor,Jawa Barat","Rp 5,5 jt-10 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Design Thinking,0
Business Analyst,Asia Sistem Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 5,8 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Teamwork | +3,0
Business Analyst,PT Pasti Makmur Abadi,"Jakarta Barat,DKI Jakarta",Rp 7 jt-11 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Software Development Life Cycle (SDLC),0
Business Analyst,Ogya Tekno Nusantara,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+5 | English Language,0
Business Analyst,Kreasitech,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Functional Specification Document,0
Business Analyst,CORIM GROUP,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+5 | Data Analysis,0
Business Analyst,PT Perajin Mebel Mandiri,"Jakarta Barat,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Project Management,0
Business Analyst,Global Excel Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-15 jt,Freelance,3–5 tahun,Minimal Sarjana (S1),Hybrid | +4,0
Business Analyst,PT. Nusantara Duta Solusindo,"Kab. Tangerang,Banten","Rp 8,5 jt-13 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),UML | +3,0
Business Analyst,PT Lintas Media Danawa,"Jakarta Pusat,DKI Jakarta",Rp 9 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),Hybrid | +11,0
Business Analyst,Xperteam Consultant,"Jakarta Barat,DKI Jakarta","Rp 7,1 jt-11 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Business Analysis | +6,0
Business Analyst,Pace Synergic,"Jakarta Selatan,DKI Jakarta",Rp 5 jt-6 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +4,0
Business Analyst,PT. Solusi Kode Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 7,5 jt-9 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+10 | Remote/Dari rumah,0
Business Analyst,Ikonsultan Inovatama,"Jakarta Selatan,DKI Jakarta","Rp 6,7 jt-10 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | SDLC,0
business analyst,PT Shell Infotek Indonesia (Shell Infotech),"Tangerang,Banten",Rp 9 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | Tableau,0
Business Analyst,Dikshatek Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 5,5 jt-5,8 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+3 | Accounts Receivable and Payable Accounting,0
IT Business Analyst,PT. Enigma Cipta Humanika (Enigma Camp),"Jakarta Selatan,DKI Jakarta","Rp 8 jt-8,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+7 | Requirements Analysis,0
Financial Business Analyst,PT. Otten Coffee Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),Data Analysis | +8,0
IT Business Analyst,PT. Berlian Sistem Informasi,"Jakarta Timur,DKI Jakarta",Rp 12 jt-22 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Requirements Analysis,0
Junior Business Analyst,PT Aktualisasi Gratia Talenta Indonesia,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Business Analysis | +3,0
Senior Business Analyst,GriyaNet Indonesia,"Malang,Jawa Timur","Rp 4 jt-6,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),Analytical Skills | +3,0
Business Intelligence Analyst,Nusantara Sakti Group,"Surabaya,Jawa Timur",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+11 | Analytical Skills,0
Business Intelligence Analyst,Nusantara Sakti Group,"Jakarta Barat,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Tableau | +12,0
Business Intelligence Analyst,Kumparan,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Python | +3,0
Business Intelligence Analyst,PT. Artha Dana Teknologi (Indodana),"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+4 | Microsoft Excel | Microsoft SQL Server,0
Business Intelligence Analyst,Nusantara Sakti Group,"Semarang,Jawa Tengah",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+11 | Microsoft Excel,0
Business Intelligence & Strategic Data Analyst,Waschen Alora Indonesia,"Depok,Jawa Barat",Rp 5 jt-9 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+11 | Power BI,2
Business Intelligence & Operation Analyst,Josephine Anni,"Jakarta Barat,DKI Jakarta",Rp 10 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Process Improvement | +3,2
Business Intelligence,Puffin Paint,"Jakarta Pusat,DKI Jakarta",Rp 7 jt-15 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+7 | Process Improvement,0
Business Intelligence Analyst (Finanace/Accounting),Nusantara Sakti Group,"Jakarta Barat,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+10 | SQL,0
Business Intelligence,Deliveree Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+2 | Market Research | Analytical Skills,0
Data Intelligence Analyst,PT Tricada Intronik,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Data Analysis,0
BI Developer,Insura Media Solusi,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),Tableau | +5,0
Power BI Developer,Nityo Infotech,"Jakarta Utara,DKI Jakarta",Rp 10 jt-12 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Power BI,0
Driver Shuttle (BI umum),Pt. Day Trans,"Surabaya,Jawa Timur","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +4,0
Driver Shuttle (BI umum),Pt. Day Trans,"Kab. Bandung Barat,Jawa Barat","Rp 3,5 jt-6 jt",Paruh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +4,0
System Analyst,ScaleOcean,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),ERP Software | +5,0
System Analyst,Mobius Digital,"Jakarta Utara,DKI Jakarta",Rp 10 jt-18 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | Microservices Architecture,0
System Analyst,PT. Transcosmos Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 7,5 jt-11 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,0
SYSTEM ANALYST,PT Summarecon Agung Tbk,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Requirements Analysis,0
System Analyst,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 5 jt-6,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+4 | System Analysis,0
System Analyst,PT Adi Pragata Logistik,"Tangerang,Banten",Tidak Ditampilkan,Kontrak,Not Specified,Minimal SMA/SMK,+4 | SAP | SDLC,0
System Analyst,Geekgarden,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +7,0
System Analyst,PT. Nusapala Berkah Autonomous,"Jakarta Timur,DKI Jakarta","Rp 6 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | BRD,0
System Analyst,Pt Itpreneur Indonesia Technology,"Surabaya,Jawa Timur","Rp 4,8 jt-5,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),Hybrid | +6,0
System Analyst,PT Aksa Digital Group,"Kab. Sleman,DI Yogyakarta",Rp 4 jt-8 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),Hybrid | +7,0
Product Manager Associate,Nodewave Indonesia,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Business Development,0
Product Manager,Jakmall.com,"Jakarta Barat,DKI Jakarta",Rp 4 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +6,0
Product Manager,PT SELULAR INDO PRATAMA (FELIXINDO),"Jakarta Utara,DKI Jakarta",Rp 7 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | E-Commerce Products,0
Product Manager,Zero One Group,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,Hybrid | +3,0
Product Manager,PT. Artha Dana Teknologi (Indodana),"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,Not Specified,Minimal Sarjana (S1),+2 | Hybrid | Python,0
Product Manager,PT Astronacci International,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | JIRA,0
Product Manager,PT Guangwei Indonesia,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +3,0
Product Manager,PT. Rupa Indah Indonesia,"Kab. Badung,Bali","Rp 5,5 jt-6 jt",Kontrak,Not Specified,Minimal Sarjana (S1),+1 | Advertising Products | Product Analysis,0
Product Manager,PT Arupa Cloud Nusantara,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+5 | Advertising Products,0
Product Manager,PT. BIONESIA NATURINDO INTERNASIONAL,"Bandar Lampung,Lampung",Rp 5 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Advertising Products,0
Product Manager (Customer Experience),Airpaz.com,"Jakarta Utara,DKI Jakarta",Rp 8 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Team Management,0
Product Manager,Aaway Kreasi Indonesia,"Bandung,Jawa Barat","Rp 5,5 jt-7 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),Product Management | +4,0
Product Manager,Solutionlabs Grup Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | Fullstack,0
Product Manager,PT Holtech Digital Indonesia,"Jakarta Barat,DKI Jakarta",Rp 7 jt-12 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Internet of Things (IoT) | +4,0
Product Manager,Talent Tech,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-12 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | confluence,0
Technical Product Manager,PT Jaringan VNT Indonesia,"Jakarta Barat,DKI Jakarta","Rp 7,3 jt-11 jt",Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),Agile Methodologies | +8,0
Senior Product Manager (AI Product),Hukumonline.com,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +11,0
Product Owner,PT. Berlian Sistem Informasi,"Jakarta Timur,DKI Jakarta","Rp 9,1 jt-18 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Product Development,0
Asisten Product Manager,PT Biotek Inti Korporindo.BIK,"Jakarta Barat,DKI Jakarta","Rp 6,9 jt-10 jt",Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+6 | Product Analysis,0
Associate Product Manager,JALA,"Kab. Sleman,DI Yogyakarta","Rp 4 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Product Design,0
IT Product Analyst / Business Analyst / Product Manager,PT Entrepreneur Trust Digital,"Jakarta Pusat,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+7 | SQL,2
Software Product Manager,PT Holtech Digital Indonesia,"Jakarta Barat,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Big Data Products,0
Technical Product Manager,PT GLOBAL INDO ASETS,"Jakarta Selatan,DKI Jakarta",Rp 1 jt-2 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Product Design,0
Business & Product Manager,PT Mizan Publika,"Bandung,Jawa Barat",Rp 8 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Business Strategy | +5,2
Product Analyst,PT Javan Cipta Solusi,"Kab. Sleman,DI Yogyakarta",Rp 3 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | bpmn,0
Product Growth Manager,PT HIKMAT UMAT BERINOVASI,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Hybrid | +20,0
Product Analyst,PT Evolusi Teknologi Solusi (Evoteks),"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | Product Analysis,0
Product Owner,PT Hermes Solusi Integrasi,"Jakarta Timur,DKI Jakarta",Rp 5 jt-8 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Product Design,0
Product Owner,Pt Kulego Tiga Kreasi,"Jakarta Selatan,DKI Jakarta",Rp 5 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Agile Methodologies,0
Product Tech Manager,PT Pasifik Hoki Indonesia,"Jakarta Utara,DKI Jakarta",Rp 10 jt-13 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+10 | Jira,0
IT Project Manager,Ecentrix,"Jakarta Selatan,DKI Jakarta",Rp 1 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Project Planning | +6,0
IT Project Manager,PT. Aigen Global Teknologi,"Surabaya,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+9 | Trello,0
IT Project Manager,PT Solusi Inovasi Selaras,"Jakarta Utara,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),IT Project Management | +9,0
IT Project Manager,PT Avows Technologies,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,3–5 tahun,Minimal Sarjana (S1),+7 | Agile Methodologies,0
IT Project Manager,PT Evolusi Teknologi Solusi (Evoteks),"Jakarta Pusat,DKI Jakarta",Rp 8 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Agile Methodologies,0
IT Project Manager,Mitra Cakra Digital,"Kab. Bogor,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),IT Project Management | +7,0
IT Project Manager,PT Arupa Cloud Nusantara,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+6 | Project Coordination,0
Construction Project Manager,PT CIPTA GRAHA AMERTA,"Kab. Tangerang,Banten",Rp 7 jt-8 jt,Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),Hybrid | +9,0
IT Project Manager,PT Fan Integrasi Teknologi,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Team Management,0
Senior Project Manager,F4elements,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-11 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Event Planning | +5,0
IT Project Manager,PT Pasti Makmur Abadi,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Experience In Leading And Supporting Multiple Project,0
IT Project Manager,PT. Solusi Kode Indonesia,"Tangerang Selatan,Banten",Rp 10 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +4,0
IT Project Manager,PT. Kreatifitas Sinergisme Teknoindo,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),IT Project Management | +2,0
IT Project Manager,PT Total Cloud Solutions,"Jakarta Barat,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Project Management | +3,0
IT Project Manager,PT Indonesia Tekno Kreatif.,"Bandung,Jawa Barat","Rp 4,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Project Planning | +8,0
IT Project Manager,Talent Tech,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Project Coordination | +3,0
IT Project Manager,IYKRA (PT Pusat Inovasi Nusantara),"Jakarta Selatan,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Agile Project Management,0
IT PROJECT MANAGER,Groopy,"Jakarta Selatan,DKI Jakarta",Rp 8 jt-13 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Trello,0
IT Project Manager,PT Seequaes Park Indonesia,"Jakarta Pusat,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +6,0
Project Manager,PT Tricada Intronik,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Microsoft Project,0
IT Project Manager,PT Mitratex Konsultan,"Jakarta Selatan,DKI Jakarta","Rp 5,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | Agile Methodologies,0
Project Manager,Transnovasi Bangun Persada,"Jakarta Timur,DKI Jakarta","Rp 8,7 jt-13 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | Project Implementation,0
Project Manager,PT Skyworx Indonesia,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+9 | Risk Management,0
Project Manager,PT Wahana Ciptasinatria - Security Network Division,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Project Planning | +4,0
Project Manager,Solusi Teknologi Kreatif,"Jakarta Selatan,DKI Jakarta","Rp 7,4 jt-11 jt",Kontrak,3–5 tahun,Minimal Magister (S2),+7 | Agile Project Management,0
Project Manager,PT. CaritaHub Peduli Lansia,"Surabaya,Jawa Timur",Rp 8 jt-12 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +10,0
Project Manager,PT. CaritaHub Peduli Lansia,"Batam,Kepulauan Riau",Rp 8 jt-12 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +10,0
Project Manager,Bloka Construction,"Denpasar,Bali",Rp 5 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Project Management,0
Project Manager,PT. Enindo Orbitama,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+10 | Microsoft Office,0
Project Manager,PT Indo Riau Perkasa,"Tangerang,Banten",Rp 10 jt-13 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Project Management | +3,0
Scrum Master,PT. Amalura Multi Dimensi,"Jakarta Timur,DKI Jakarta",Rp 8 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),Software Development | +3,0
Scrum Master,PT. Deptech Digital Indonesia,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | Scrum,0
