job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,cluster_prediction
Performance Marketing Specialist,InovaKit,"Bekasi,Jawa Barat",Rp 5 jt-7 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+8 | Digital Marketing,0
Sales & Marketing Staff,Gemilang Energie Teknologi,"Denpasar,Bali",Rp 5 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Marketing Communications,2
Affiliate Marketing Specialist,Bebica Skincare,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Content Marketing | +8,0
Digital Marketing Strategist,PT Qtera Mandiri,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+4 | Search Engine Optimization (SEO),0
Brand Marketing & Strategist,SKINMURCH,"Jakarta Timur,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+2 | Sales and Marketing,2
Affiliate Marketing Specialist,PT. Tiga Sembilan Delapan,"Tangerang,Banten",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+17 | Negotiation Skills,0
Digital Marketing Coordinator,Bloome Baby Indonesia,"Jakarta Barat,DKI Jakarta",Rp 6 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Marketing Communications | +8,0
Performance Marketing Specialist,Marketz.id,"Tangerang,Banten",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Google Analytics | +8,0
Affiliate Marketing Intern,HashEntertainment,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),+2 | Social Media | Digital Marketing,1
Digital Marketing Coordinator,mitra horeca,"Surabaya,Jawa Timur",Rp 2 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Digital Marketing,0
Admin Marketing & Communication,PT Keranjang Sukses Indonesia,"Kab. Badung,Bali","Rp 3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Social Media,2
Digital marketing specialist,Hadramout Restaurant,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+4 | Image Editing,0
Performance Marketing,PT Karya Maharendra Innovation,"Kab. Tangerang,Banten","Rp 5,5 jt-6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),TikTok Ads | +5,0
Performance Marketing Intern,sevenbillioncorp,"Bandung,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),Hybrid | Affiliate Marketing | +9,1
Digital Marketing Coordinator,PT GIOTECH ARTHA CEMERLANG,"Pasuruan,Jawa Timur","Rp 2,5 jt-3 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),WordPress Development | +15,0
Marketing Executive,PT. Vira Interco,"Jakarta Utara,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Sales and Marketing,0
Brand Marketing Executive,PT. Rayindo Toropma Abadi (Rcraft.indo),"Depok,Jawa Barat",Rp 6 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Content Strategy,0
Digital Marketing,PT SIDHARTA ABADI INDONESIA,"Surabaya,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+8 | B2B Marketing,0
Digital Marketing,PT Zentralink Otoparts,"Jakarta Selatan,DKI Jakarta","Rp 6 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+7 | Google Analytics,0
Digital marketing,PT ARTHA JAYA WISATA,"Denpasar,Bali",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Content Marketing | +9,0
Digital Marketing,PT. Bogor Life Science and Technology,"Bogor,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),Content Strategy | Social Media | +3,0
DIGITAL MARKETING,ASTRA TOYOTA AUTO2000 MALANG,"Malang,Jawa Timur","Rp 2 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Google Analytics,0
Digital Marketing,CV Anugerah Alan Abadi (Pick Me Eggs),"Kab. Tangerang,Banten","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Marketing Communications | +5,0
Digital Marketing,BOKOR MAS,"Surabaya,Jawa Timur",Rp 3 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Marketing Communications,0
Digital marketing,cv. KIMART,"Surabaya,Jawa Timur",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+10 | Content Marketing,0
Digital Marketing,Prodema Investment Indonesia,"Kab. Badung,Bali",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Affiliate Marketing | +9,0
Digital Marketing,AiJOY,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Affiliate Marketing,0
digital marketing,PT Selaras Makmur Sejati,"Jakarta Utara,DKI Jakarta","Rp 6,5 jt-8,5 jt",Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+7 | Google Analytics,0
Digital Marketing,AA Dental Care,"Kab. Karanganyar,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Social Media,0
Digital Marketing,PT Inti Nya Group,"Jakarta Utara,DKI Jakarta","Rp 4,5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+9 | B2B Marketing,0
Digital Marketing,PT. Keberkahan Tujuan Utama,"Kab. Sleman,DI Yogyakarta","Rp 2,6 jt-3,3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Digital Marketing,0
Digital Marketing,PT. Reckat Composites Delmima,"Kab. Bogor,Jawa Barat","Rp 3,5 jt-4,5 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Image Editing | +8,0
Digital Marketing,Fit Society,"Surabaya,Jawa Timur","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Marketing Communications | +8,0
Digital Marketing,Crawl Compass,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Image Editing,0
Digital Marketing,Ragdalion Technology,"Kab. Bekasi,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Content Marketing | +8,0
Digital Marketing,PT. Inter kreasi selaras,"Jakarta Utara,DKI Jakarta",Rp 3 jt-4 jt,Kontrak,1–3 tahun,Minimal SMA/SMK,+7 | Image Editing,0
digital marketing,monwhite indonesia,"Bandar Lampung,Lampung",Rp 1 jt-5 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+6 | Affiliate Marketing | Content Marketing,0
Digital Marketing,PT. Hens Co,"Surabaya,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Google Analytics,0
digital marketing,Rora Kids Premium,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Content Strategy | +5,0
Digital marketing,Cahaya Tour,"Jakarta Barat,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+4 | Google Analytics | Content Marketing,0
Sales Taking Order General Trade,PT. Target Prima Lestari,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal SMA/SMK,Sales Strategy | +3,0
Sales Executive,DGW Group,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Sales and Marketing,0
Sales Executive,PT BAHAGIA INDO PERSADA,"Makassar,Sulawesi Selatan","Rp 5,2 jt-5,5 jt",Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+6 | B2B Sales,0
Sales Executive,ZipZap Corporation,"Jakarta Selatan,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+7 | Sales Strategy,0
SALES COUNTER/ SPG,Indo Sanjaya,"Bandung,Jawa Barat","Rp 1,8 jt-1,9 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+1 | Sales Operations | Sales and Marketing,0
Sales Marketing,Roschel,"Jakarta Barat,DKI Jakarta","Rp 5,5 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Sales and Marketing,0
Sales Marketing,PT Rahmat Untuk Semua,"Tangerang,Banten","Rp 3,2 jt-4,8 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),B2C Sales | +8,0
Sales Marketing,dharma surya,"Kab. Indramayu,Jawa Barat","Rp 1,5 jt-2 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Sales Operations | +8,0
Sales TO,CV. Cahaya Mekar Plastindo,"Kab. Madiun,Jawa Timur","Rp 2 jt-2,5 jt",Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+2 | Sales and Marketing,0
Sales Executive (Kemitraan),PT Kuliner Kreasindo Inovasi,"Jakarta Timur,DKI Jakarta",Rp 4 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+6 | Customer Service,0
Corporate Sales Executive,PT Lionel Jaya Logistic,"Tangerang,Banten","Rp 4,3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Communication Skills | +5,0
Sales Executive (English),PT GREATFIELD TECHNOLOGY INDONESIA,"Jakarta Barat,DKI Jakarta","Rp 5,5 jt-8 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | B2B Sales,0
Sales Representative,Bier Material Indonesia,"Jakarta Barat,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Telesales,0
Event Sales Executive,Swasana Wedding,"Jakarta Barat,DKI Jakarta","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Communication Skills | +9,0
Sales Taking Order ( Sales TO ),PT MANOHARA ADIKA DISTRINDO,"Bekasi,Jawa Barat","Rp 5,8 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Product Marketing,2
Sales Taking Order ( Sales TO ),PT MANOHARA ADIKA DISTRINDO,"Kab. Jember,Jawa Timur","Rp 3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Market Analysis,2
Sales Taking Order ( Sales TO ),PT MANOHARA ADIKA DISTRINDO,"Sukabumi,Jawa Barat","Rp 3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Product Marketing,2
Sales & Marketing Manager,Master Plotter,"Jakarta Barat,DKI Jakarta",Rp 20 jt-30 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Product Management | +2,2
SALES TAKING ORDER,PT Anugrah Food Cirebon,"Cirebon,Jawa Barat","Rp 2,9 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Sales Management | +3,0
Sales Taking Order,Pt Arta Boga Cemerlang (banten),"Tangerang,Banten","Rp 4,8 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+1 | Sales Strategy | Communicative,0
Sales / Marketing Penjualan,Tony Mobil,"Jakarta Utara,DKI Jakarta",Rp 4 jt-15 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+9 | B2B Marketing,2
SALES TAKING ORDER,PT. Sukses Fuji Artha,"Kab. Karawang,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | B2B Sales,0
Sales Taking Order,PT. Indoservis Sejahtera Mandiri,"Kab. Situbondo,Jawa Timur","Rp 2,3 jt-2,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Sales Management | +3,0
SALES TAKING ORDER,PT. Sukses Fuji Artha,"Bandung,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Communication Skills,0
Sales Taking Order,PT Arta Boga Cemerlang,"Tangerang Selatan,Banten","Rp 2,9 jt-4,3 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+4 | Communication Skills | Key Account Management (KAM),0
Sales Taking Order,Cendrawasih Group,"Surabaya,Jawa Timur","Rp 3,5 jt-5,2 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Salesforce | +4 | B2B Sales,0
Sales Taking Order,PT. Indoservis Sejahtera Mandiri,"Kab. Jember,Jawa Timur","Rp 2,3 jt-2,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,B2C Sales | +9,0
Sales Taking Order,PT SINERGI DISTRIBUSI UTAMA,"Kab. Madiun,Jawa Timur",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal SMA/SMK,Target Oriented | +5,0
Sales Taking Order,PASKALI Bandung,"Bandung,Jawa Barat","Rp 3,3 jt-3,8 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Communication Skills | +3,0
Senior Sales Executive - Hunter,Rimba Ananta Vikasa Indonesia,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,Hybrid | +8,2
Finance Accounting & Tax,14DAYPILOT FLIGHT ACADEMY,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Accounting,2
Finance Accounting & Tax,Group Karunia Persada,"Kab. Bekasi,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Software Akuntansi | +5,2
Finance / Bagian Keuangan.,PT GUAN MEI INDO,"Jakarta Barat,DKI Jakarta",Rp 5 jt-7 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Income Tax,2
Manager Finance Accounting Tax,PT MEI,"Semarang,Jawa Tengah",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Cost Control | +8,0
Manager Finance Accounting Tax,PT Bright Digital Indonesia,"Jakarta Barat,DKI Jakarta",Rp 10 jt-12 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+8 | Internal Audit,0
Manager Finance Accounting & Tax,GDC,"Semarang,Jawa Tengah",Rp 5 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Leadership | +9,2
Finance Accounting Tax Manager (Join ASAP),Potteria,"Jakarta Barat,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Teamwork,2
Staff Finance Accounting Tax,PT. Citra Alam Aromindo,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Accounting | +3,0
"STAFF FINANCE, ACCOUNTING & TAX",Speeds Indonesia (Sidoarjo),"Kab. Sidoarjo,Jawa Timur",Rp 5 jt-6 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Tax Reporting | +4,2
"STAFF FINANCE, ACCOUNTING, & TAX",LEXA,"Bandung,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Tax Accounting | +5,2
"Manager Finance, Accounting & Tax",Panglima Kuliner Indonesia,"Tangerang Selatan,Banten","Rp 3,9 jt-5,8 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | Tax Audit,2
STAFF FINANCE ACCOUNTING TAX,MODIFIKA,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | SAP,0
"Finance, Accounting & Tax",Sinergis HR Consulting & Services,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+8 | Tax Audit,2
Finance accounting & Tax,Cleave Coffee & Roastery,"Jakarta Barat,DKI Jakarta","Rp 4,3 jt-6,5 jt",Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+5 | Accounting,2
"Finance, Accounting, & Tax",Dua Naga Corporation,"Kab. Sukoharjo,Jawa Tengah","Rp 2,5 jt-3,2 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+7 | Accounting,2
Finance Accounting & Tax,Spesial Sop Empal Bu Haryoko,"Kab. Sleman,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Income Tax,2
"Manager Finance, Accounting & Tax",Kalis Donuts,"Kab. Sleman,DI Yogyakarta","Rp 3,5 jt-5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | Accounting,2
finance accounting tax,Melon Branding Agency,"Jakarta Timur,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+4 | General Ledger Accounting,0
Finance Accounting Tax,PT Mitra Dwi Perkasa,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Financial Analysis,0
"Finance, Accounting & Tax",CV Bahagia Jaya Raya,"Kab. Sleman,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Accounting,2
FINANCE ACCOUNTING TAX,PT. TALENTA HAN LIN (HUNTLAND TALENT),"Kab. Tangerang,Banten",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Accounting,0
Finance Accounting & Tax,Astro Custom,"Depok,Jawa Barat","Rp 3,5 jt-4,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Tax Accounting,2
Finance Accounting Tax Manager,PT REMPAH WANGI INDONESIA,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-15 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),SAP | +3,0
"Finance, Accounting & Tax",Kho Alliance,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Accounts Payable,2
"Manager Finance, Accounting & Tax",PT. SANT GROUP INDONESIA,"Jakarta Pusat,DKI Jakarta",Rp 13 jt-15 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Bookkeeping | +6,2
"Finance,Accounting & Tax",Composite Interior,"Tangerang,Banten","Rp 2,5 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Financial System Management,2
Finance Accounting & Tax,PT. ANEKA PLASTINDO INDUSTRI,"Tangerang,Banten",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+5 | SAP,2
Junior Finance Manager,NOTCH,"Tangerang Selatan,Banten","Rp 9 jt-9,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +3,0
"Finance,Accounting & Tax",PT Yasodana Parvez Internasional,"Jakarta Pusat,DKI Jakarta",Rp 3 jt-5 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Corporate Finance,2
"Manager Finance, Accounting & Tax",PT. Magicase Group Indonesia,"Kab. Sragen,Jawa Tengah",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+10 | Financial Management,2
Accounting Officer,Maigeiwo Express,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Accounting,0
Accounting Staff,Sandimas Group,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Tax Accounting | +9,0
Finance & Accounting Staff,Demar Hijab,"Bandung,Jawa Barat","Rp 3,9 jt-5,8 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Income Tax,2
Staff Accounting,Sakti Truss Group,"Semarang,Jawa Tengah",Rp 3 jt-5 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+4 | Zahir Software,0
Accounting,PT Padma Indo Packaging,"Denpasar,Bali","Rp 3 jt-3,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Accounting | Positive Attitude,0
Junior Accounting,Viskal,"Denpasar,Bali","Rp 3 jt-3,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),+2 | Accounting | Financial Analysis,0
Junior Accounting,PT Medikids Harlie Farma,"Jakarta Barat,DKI Jakarta","Rp 4,2 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Microsoft Excel | +3,0
Finance and Accounting Staff,Plasthetic Clinic,"Jakarta Pusat,DKI Jakarta","Rp 4,5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Attention to Detail | +3,0
Finance Accounting,Sentral Integritas Nusantara (Sentralmart88),"Jakarta Utara,DKI Jakarta",Rp 4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Accounting,0
Accounting / Staff Akuntansi,Elope Official,"Surabaya,Jawa Timur",Rp 2 jt-3 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Bookkeeping | +2 | Financial Analysis,2
Admin Accounting,CV SAS RESTO,"Denpasar,Bali","Rp 3,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Accounting,0
Accounting Officer,PT Lippo General Insurance Tbk,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+1 | Accounting | Microsoft Excel,0
Pengawas Keuangan / Accounting,SPPG Pondok Bambu 4,"Jakarta Timur,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Accounting,2
Accounting Officer,CV RAGAM RUPA ATELIER,"Kab. Bekasi,Jawa Barat","Rp 3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Financial Analysis,0
Staff Accounting,Casella Apparel,"Jakarta Utara,DKI Jakarta","Rp 5 jt-5,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),+1 | Accounting | Microsoft Excel,0
Accounting Staff,Yospar Group,"Surakarta,Jawa Tengah",Rp 2 jt-3 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Bookkeeping | +3,0
Admin Accounting,PT. GOMIRAH EVA MAS (GEM),"Tangerang,Banten","Rp 2,9 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Accounting,0
Accounting Staff,PT AFAZ JAYA PERKASA,"Denpasar,Bali","Rp 3,2 jt-3,8 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+5 | Microsoft Excel,0
Accounting Staff,Liga Tennis,"Kab. Badung,Bali","Rp 3,8 jt-4 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Bookkeeping | +1 | Microsoft Excel,0
Staff Accounting,PT. Sri Indah Labetama,"Kab. Bandung,Jawa Barat","Rp 3,2 jt-3,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Tax Accounting | +3 | Ketelitian,0
Accounting Officer,PT. Difan Prima Paint,"Jakarta Utara,DKI Jakarta","Rp 5,5 jt-6,1 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Bookkeeping | +9,0
ACCOUNTING STAFF,PT Roscoe Perairan Pasific,"Jakarta Utara,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Tax Accounting | +5,0
Admin Accounting,CV. Biru Laut Abadi (Pia Agung Bali),"Surakarta,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+7 | Financial Analysis,0
Admin Accounting,PT Venus Indo Prima,"Jakarta Barat,DKI Jakarta",Rp 5 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Tax Accounting | +3,0
Staff Accounting,DAPURDIA,"Surabaya,Jawa Timur","Rp 1,8 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Bookkeeping | Tax Accounting | +3,0
Admin Accounting,Nusantara Sakti Group,"Surabaya,Jawa Timur","Rp 2,6 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+7 | Organizational Skills,0
Admin Accounting,Giovarta Grafika Sentosa,"Kab. Purbalingga,Jawa Tengah","Rp 1,5 jt-2 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Bookkeeping | +7,0
accounting staff,PREPARE,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Bookkeeping | +5,0
Staff Accounting,PT Sentral Layanan Prima,"Jakarta Pusat,DKI Jakarta","Rp 5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Financial Analysis,0
Staff Accounting,PT. Golden Frozen Foodindo,"Depok,Jawa Barat","Rp 3 jt-3,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Microsoft Excel,0
Staff Accounting,PT. DTHREE SUKSES MULIA,"Tasikmalaya,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Tax Accounting | +9,0
Staff Accounting,PMKREASI,"Jakarta Selatan,DKI Jakarta","Rp 5,7 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Microsoft Excel,0
Staff Accounting,Kasyfa Fashion,"Kab. Klaten,Jawa Tengah","Rp 2,5 jt-3 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+7 | Microsoft Excel,0
HR Recruitment,PT. Wiselie Indonesia,"Tangerang Selatan,Banten","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Administration,0
Human Resources (HR),Friendchised Indonesia,"Jakarta Barat,DKI Jakarta",Rp 5 jt-7 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+6 | HRIS Database Management,0
Human Resources (HR) Coordinator,PT Adika Jaya Dewata,"Denpasar,Bali","Rp 5,2 jt-7,8 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | HRIS Database Management,2
HR Recruitment,Spectro Racing Parts,"Depok,Jawa Barat",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Recruitment,0
HR RECRUITMENT,CV. Kukche Mitra Sukses,"Bogor,Jawa Barat","Rp 3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Microsoft Office,0
HR Recruitment,PT Prima Indo Grafika,"Jakarta Barat,DKI Jakarta","Rp 3,8 jt-5,7 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Communication Skills,0
HR Recruitment,PT FADFAD FASHION BANDUNG,"Kab. Bandung,Jawa Barat","Rp 3,9 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Payroll | +4,0
HR Recruitment,PT K24 Indonesia,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Microsoft Excel,0
